Date,Category,Net worth,% networth per category,Year,Quarter,Total wealth,% networth per individual,relative to bottom50
1989:Q3,TopPt1,1762391,0.086291127,1989,Q3,20423.78,0.086291127,1132.864818
1989:Q3,RemainingTop1,2838759,0.138992831,1989,Q3,20423.78,0.015443648,202.7504552
1989:Q3,Next9,7635884,0.373872221,1989,Q3,20423.78,0.004154136,54.53717476
1989:Q3,Next40,7408899,0.362758461,1989,Q3,20423.78,0.000906896,11.90609946
1989:Q3,Bottom50,777847,0.038085359,1989,Q3,20423.78,7.62E-05,1
1989:Q4,TopPt1,1812715,0.087130423,1989,Q4,20804.616,0.087130423,1172.296471
1989:Q4,RemainingTop1,2905496,0.139656315,1989,Q4,20804.616,0.015517368,208.7784657
1989:Q4,Next9,7770202,0.373484519,1989,Q4,20804.616,0.004149828,55.83386974
1989:Q4,Next40,7543056,0.362566461,1989,Q4,20804.616,0.000906416,12.19537811
1989:Q4,Bottom50,773147,0.037162282,1989,Q4,20804.616,7.43E-05,1
1990:Q1,TopPt1,1805996,0.086383752,1990,Q1,20906.663,0.086383752,1125.57198
1990:Q1,RemainingTop1,2897829,0.138607917,1990,Q1,20906.663,0.01540088,200.6719792
1990:Q1,Next9,7768099,0.371560923,1990,Q1,20906.663,0.004128455,53.79336741
1990:Q1,Next40,7632482,0.365074139,1990,Q1,20906.663,0.000912685,11.89220225
1990:Q1,Bottom50,802257,0.038373269,1990,Q1,20906.663,7.67E-05,1
1990:Q2,TopPt1,1850643,0.087437826,1990,Q2,21165.245,0.087437826,1163.069109
1990:Q2,RemainingTop1,2940394,0.138925583,1990,Q2,21165.245,0.015436176,205.3269191
1990:Q2,Next9,7852815,0.371024054,1990,Q2,21165.245,0.004122489,54.8359951
1990:Q2,Next40,7725807,0.365023273,1990,Q2,21165.245,0.000912558,12.13854788
1990:Q2,Bottom50,795586,0.037589265,1990,Q2,21165.245,7.52E-05,1
1990:Q3,TopPt1,1802020,0.085735813,1990,Q3,21018.288,0.085735813,1104.042269
1990:Q3,RemainingTop1,2864036,0.136264,1990,Q3,21018.288,0.015140444,194.9674257
1990:Q3,Next9,7767485,0.369558406,1990,Q3,21018.288,0.004106205,52.87665919
1990:Q3,Next40,7768646,0.369613643,1990,Q3,21018.288,0.000924034,11.89902659
1990:Q3,Bottom50,816101,0.038828139,1990,Q3,21018.288,7.77E-05,1
1990:Q4,TopPt1,1885733,0.087777378,1990,Q4,21483.132,0.087777378,1137.868758
1990:Q4,RemainingTop1,2962840,0.137914714,1990,Q4,21483.132,0.015323857,198.645011
1990:Q4,Next9,7914597,0.36840983,1990,Q4,21483.132,0.004093443,53.06379042
1990:Q4,Next40,7891337,0.36732712,1990,Q4,21483.132,0.000918318,11.90426459
1990:Q4,Bottom50,828625,0.038570959,1990,Q4,21483.132,7.71E-05,1
1991:Q1,TopPt1,1961742,0.089141108,1991,Q1,22007.153,0.089141108,1156.372498
1991:Q1,RemainingTop1,3087113,0.140277709,1991,Q1,22007.153,0.015586412,202.1928906
1991:Q1,Next9,8073708,0.366867445,1991,Q1,22007.153,0.004076305,52.87938466
1991:Q1,Next40,8036359,0.365170315,1991,Q1,22007.153,0.000912926,11.842822
1991:Q1,Bottom50,848231,0.038543423,1991,Q1,22007.153,7.71E-05,1
1991:Q2,TopPt1,1960532,0.088884528,1991,Q2,22057.067,0.088884528,1147.347304
1991:Q2,RemainingTop1,3078825,0.139584515,1991,Q2,22057.067,0.015509391,200.1997169
1991:Q2,Next9,8063140,0.365558122,1991,Q2,22057.067,0.004061757,52.43033772
1991:Q2,Next40,8100194,0.367238038,1991,Q2,22057.067,0.000918095,11.85103807
1991:Q2,Bottom50,854376,0.038734796,1991,Q2,22057.067,7.75E-05,1
1991:Q3,TopPt1,1981999,0.088643441,1991,Q3,22359.229,0.088643441,1099.973916
1991:Q3,RemainingTop1,3133210,0.140130503,1991,Q3,22359.229,0.015570056,193.208376
1991:Q3,Next9,8117919,0.36306793,1991,Q3,22359.229,0.004034088,50.0588836
1991:Q3,Next40,8225171,0.367864697,1991,Q3,22359.229,0.000919662,11.41205615
1991:Q3,Bottom50,900930,0.040293429,1991,Q3,22359.229,8.06E-05,1
1991:Q4,TopPt1,2079265,0.09055193,1991,Q4,22962.128,0.09055193,1133.128027
1991:Q4,RemainingTop1,3286812,0.143140566,1991,Q4,22962.128,0.015904507,199.0221863
1991:Q4,Next9,8295429,0.361265689,1991,Q4,22962.128,0.004014063,50.23026616
1991:Q4,Next40,8383133,0.365085196,1991,Q4,22962.128,0.000912713,11.42129906
1991:Q4,Bottom50,917489,0.039956619,1991,Q4,22962.128,7.99E-05,1
1992:Q1,TopPt1,2076700,0.090195133,1992,Q1,23024.524,0.090195133,1100.954687
1992:Q1,RemainingTop1,3266408,0.141866472,1992,Q1,23024.524,0.015762941,192.4082117
1992:Q1,Next9,8264544,0.358945271,1992,Q1,23024.524,0.003988281,48.68240989
1992:Q1,Next40,8473736,0.368030887,1992,Q1,23024.524,0.000920077,11.2307981
1992:Q1,Bottom50,943136,0.040962237,1992,Q1,23024.524,8.19E-05,1
1992:Q2,TopPt1,2066474,0.089376327,1992,Q2,23121.044,0.089376327,1070.177383
1992:Q2,RemainingTop1,3246316,0.140405252,1992,Q2,23121.044,0.015600584,186.7988102
1992:Q2,Next9,8278150,0.358035303,1992,Q2,23121.044,0.00397817,47.63395094
1992:Q2,Next40,8564622,0.370425401,1992,Q2,23121.044,0.000926064,11.08853143
1992:Q2,Bottom50,965482,0.041757716,1992,Q2,23121.044,8.35E-05,1
1992:Q3,TopPt1,2092326,0.089149332,1992,Q3,23469.901,0.089149332,1040.722105
1992:Q3,RemainingTop1,3276884,0.1396207,1992,Q3,23469.901,0.015513411,181.1023082
1992:Q3,Next9,8380360,0.3570684,1992,Q3,23469.901,0.003967427,46.31541855
1992:Q3,Next40,8715103,0.371331051,1992,Q3,23469.901,0.000928328,10.83722175
1992:Q3,Bottom50,1005228,0.042830517,1992,Q3,23469.901,8.57E-05,1
1992:Q4,TopPt1,2196886,0.091219874,1992,Q4,24083.414,0.091219874,1077.365423
1992:Q4,RemainingTop1,3436858,0.142706429,1992,Q4,24083.414,0.01585627,187.2727514
1992:Q4,Next9,8558019,0.35534908,1992,Q4,24083.414,0.003948323,46.63223692
1992:Q4,Next40,8872087,0.368389922,1992,Q4,24083.414,0.000920975,10.87730515
1992:Q4,Bottom50,1019564,0.042334696,1992,Q4,24083.414,8.47E-05,1
1993:Q1,TopPt1,2301128,0.094223469,1993,Q1,24422.026,0.094223469,1144.757788
1993:Q1,RemainingTop1,3526247,0.14438798,1993,Q1,24422.026,0.016043109,194.9140073
1993:Q1,Next9,8643255,0.353912284,1993,Q1,24422.026,0.003932359,47.77576466
1993:Q1,Next40,8946324,0.366321942,1993,Q1,24422.026,0.000915805,11.12647154
1993:Q1,Bottom50,1005072,0.041154325,1993,Q1,24422.026,8.23E-05,1
1993:Q2,TopPt1,2343767,0.094924321,1993,Q2,24690.901,0.094924321,1143.279783
1993:Q2,RemainingTop1,3591827,0.145471686,1993,Q2,24690.901,0.016163521,194.6753616
1993:Q2,Next9,8684389,0.351724265,1993,Q2,24690.901,0.003908047,47.06898658
1993:Q2,Next40,9045899,0.366365691,1993,Q2,24690.901,0.000915914,11.03137966
1993:Q2,Bottom50,1025019,0.041514038,1993,Q2,24690.901,8.30E-05,1
1993:Q3,TopPt1,2415404,0.096265661,1993,Q3,25091.024,0.096265661,1158.079453
1993:Q3,RemainingTop1,3696137,0.147309133,1993,Q3,25091.024,0.016367681,196.903813
1993:Q3,Next9,8774874,0.349721638,1993,Q3,25091.024,0.003885796,46.74626911
1993:Q3,Next40,9161760,0.365140936,1993,Q3,25091.024,0.000912852,10.98164739
1993:Q3,Bottom50,1042849,0.041562632,1993,Q3,25091.024,8.31E-05,1
1993:Q4,TopPt1,2524353,0.098839402,1993,Q4,25539.946,0.098839402,1209.822635
1993:Q4,RemainingTop1,3820338,0.149582853,1993,Q4,25539.946,0.016620317,203.4374479
1993:Q4,Next9,8881156,0.347735896,1993,Q4,25539.946,0.003863732,47.29319005
1993:Q4,Next40,9270825,0.362993132,1993,Q4,25539.946,0.000907483,11.10785014
1993:Q4,Bottom50,1043274,0.040848716,1993,Q4,25539.946,8.17E-05,1
1994:Q1,TopPt1,2600408,0.101168291,1994,Q1,25703.785,0.101168291,1260.484862
1994:Q1,RemainingTop1,3829807,0.148997784,1994,Q1,25703.785,0.016555309,206.2673646
1994:Q1,Next9,8909929,0.346638793,1994,Q1,25703.785,0.003851542,47.98747232
1994:Q1,Next40,9332130,0.363064428,1994,Q1,25703.785,0.000907661,11.30881057
1994:Q1,Bottom50,1031511,0.040130704,1994,Q1,25703.785,8.03E-05,1
1994:Q2,TopPt1,2667777,0.103080072,1994,Q2,25880.628,0.103080072,1294.626366
1994:Q2,RemainingTop1,3853306,0.148887655,1994,Q2,25880.628,0.016543073,207.7714702
1994:Q2,Next9,8924371,0.344828224,1994,Q2,25880.628,0.003831425,48.12048882
1994:Q2,Next40,9404847,0.363393307,1994,Q2,25880.628,0.000908483,11.41002687
1994:Q2,Bottom50,1030327,0.039810742,1994,Q2,25880.628,7.96E-05,1
1994:Q3,TopPt1,2742462,0.104552925,1994,Q3,26230.371,0.104552925,1308.593847
1994:Q3,RemainingTop1,3929737,0.149816295,1994,Q3,26230.371,0.016646255,208.3460311
1994:Q3,Next9,8993041,0.34284841,1994,Q3,26230.371,0.003809427,47.67912967
1994:Q3,Next40,9517265,0.362833793,1994,Q3,26230.371,0.000907084,11.35315131
1994:Q3,Bottom50,1047866,0.039948577,1994,Q3,26230.371,7.99E-05,1
1994:Q4,TopPt1,2843868,0.107564157,1994,Q4,26438.807,0.107564157,1375.6223
1994:Q4,RemainingTop1,3981894,0.15060793,1994,Q4,26438.807,0.016734214,214.0114247
1994:Q4,Next9,9012786,0.34089231,1994,Q4,26438.807,0.003787692,48.44024408
1994:Q4,Next40,9566593,0.361839057,1994,Q4,26438.807,0.000904598,11.56876714
1994:Q4,Bottom50,1033666,0.039096545,1994,Q4,26438.807,7.82E-05,1
1995:Q1,TopPt1,2949429,0.109362825,1995,Q1,26969.21,0.109362825,1393.8898
1995:Q1,RemainingTop1,4111272,0.152443175,1995,Q1,26969.21,0.016938131,215.8858585
1995:Q1,Next9,9146816,0.339157728,1995,Q1,26969.21,0.003768419,48.03059065
1995:Q1,Next40,9703708,0.359806906,1995,Q1,26969.21,0.000899517,11.46484591
1995:Q1,Bottom50,1057985,0.039229366,1995,Q1,26969.21,7.85E-05,1
1995:Q2,TopPt1,3047136,0.110771819,1995,Q2,27508.224,0.110771819,1407.432315
1995:Q2,RemainingTop1,4260698,0.154888153,1995,Q2,27508.224,0.017209795,218.6623056
1995:Q2,Next9,9263478,0.336753038,1995,Q2,27508.224,0.0037417,47.54088315
1995:Q2,Next40,9854396,0.358234541,1995,Q2,27508.224,0.000895586,11.37904197
1995:Q2,Bottom50,1082516,0.03935245,1995,Q2,27508.224,7.87E-05,1
1995:Q3,TopPt1,3185977,0.114170217,1995,Q3,27905.5,0.114170217,1487.466163
1995:Q3,RemainingTop1,4409290,0.15800792,1995,Q3,27905.5,0.017556436,228.733941
1995:Q3,Next9,9326557,0.334219312,1995,Q3,27905.5,0.003713548,48.38194219
1995:Q3,Next40,9912735,0.355225135,1995,Q3,27905.5,0.000888063,11.57012268
1995:Q3,Bottom50,1070941,0.038377417,1995,Q3,27905.5,7.68E-05,1
1995:Q4,TopPt1,3284948,0.114898657,1995,Q4,28589.96,0.114898657,1533.834067
1995:Q4,RemainingTop1,4542728,0.158892422,1995,Q4,28589.96,0.017654714,235.6807462
1995:Q4,Next9,9595114,0.335611313,1995,Q4,28589.96,0.003729015,49.78030002
1995:Q4,Next40,10096341,0.353142887,1995,Q4,28589.96,0.000882857,11.78565976
1995:Q4,Bottom50,1070829,0.037454722,1995,Q4,28589.96,7.49E-05,1
1996:Q1,TopPt1,3331873,0.114281703,1996,Q1,29154.912,0.114281703,1528.73414
1996:Q1,RemainingTop1,4634401,0.158957811,1996,Q1,29154.912,0.017661979,236.2624074
1996:Q1,Next9,9815889,0.336680454,1996,Q1,29154.912,0.003740894,50.04153862
1996:Q1,Next40,10283000,0.352702145,1996,Q1,29154.912,0.000881755,11.79514732
1996:Q1,Bottom50,1089749,0.037377887,1996,Q1,29154.912,7.48E-05,1
1996:Q2,TopPt1,3362525,0.113769229,1996,Q2,29555.663,0.113769229,1524.016048
1996:Q2,RemainingTop1,4680712,0.158369379,1996,Q2,29555.663,0.017596598,235.7183699
1996:Q2,Next9,9973003,0.337431206,1996,Q2,29555.663,0.003749236,50.22355594
1996:Q2,Next40,10436244,0.353104716,1996,Q2,29555.663,0.000882762,11.82519337
1996:Q2,Bottom50,1103179,0.03732547,1996,Q2,29555.663,7.47E-05,1
1996:Q3,TopPt1,3352720,0.112374441,1996,Q3,29835.254,0.112374441,1503.170686
1996:Q3,RemainingTop1,4685565,0.157047934,1996,Q3,29835.254,0.01744977,233.4159182
1996:Q3,Next9,10102049,0.338594369,1996,Q3,29835.254,0.00376216,50.32432681
1996:Q3,Next40,10579704,0.35460412,1996,Q3,29835.254,0.00088651,11.85835748
1996:Q3,Bottom50,1115216,0.037379135,1996,Q3,29835.254,7.48E-05,1
1996:Q4,TopPt1,3468153,0.113615064,1996,Q4,30525.468,0.113615064,1565.415503
1996:Q4,RemainingTop1,4795223,0.157089254,1996,Q4,30525.468,0.017454362,240.4903649
1996:Q4,Next9,10373701,0.339837574,1996,Q4,30525.468,0.003775973,52.02625902
1996:Q4,Next40,10780649,0.353169,1996,Q4,30525.468,0.000882922,12.16511719
1996:Q4,Bottom50,1107742,0.036289108,1996,Q4,30525.468,7.26E-05,1
1997:Q1,TopPt1,3449935,0.112110145,1997,Q1,30772.728,0.112110145,1523.499876
1997:Q1,RemainingTop1,4798296,0.155926897,1997,Q1,30772.728,0.017325211,235.4377164
1997:Q1,Next9,10503361,0.341320438,1997,Q1,30772.728,0.003792449,51.53678156
1997:Q1,Next40,10888896,0.353848902,1997,Q1,30772.728,0.000884622,12.02140889
1997:Q1,Bottom50,1132240,0.036793618,1997,Q1,30772.728,7.36E-05,1
1997:Q2,TopPt1,3630906,0.113278174,1997,Q2,32053.006,0.113278174,1553.154684
1997:Q2,RemainingTop1,5068813,0.15813846,1997,Q2,32053.006,0.01757094,240.9147913
1997:Q2,Next9,10966800,0.342145757,1997,Q2,32053.006,0.00380162,52.12392593
1997:Q2,Next40,11217606,0.349970483,1997,Q2,32053.006,0.000874926,11.99609498
1997:Q2,Bottom50,1168881,0.036467126,1997,Q2,32053.006,7.29E-05,1
1997:Q3,TopPt1,3755780,0.113797377,1997,Q3,33004.1,0.113797377,1574.363699
1997:Q3,RemainingTop1,5252016,0.159132229,1997,Q3,33004.1,0.017681359,244.618024
1997:Q3,Next9,11312910,0.342772868,1997,Q3,33004.1,0.003808587,52.69103692
1997:Q3,Next40,11490601,0.348156774,1997,Q3,33004.1,0.000870392,12.04169646
1997:Q3,Bottom50,1192793,0.036140752,1997,Q3,33004.1,7.23E-05,1
1997:Q4,TopPt1,3856692,0.114949858,1997,Q4,33551.081,0.114949858,1628.099948
1997:Q4,RemainingTop1,5333100,0.15895464,1997,Q4,33551.081,0.017661627,250.151622
1997:Q4,Next9,11546339,0.344142086,1997,Q4,33551.081,0.003823801,54.15865873
1997:Q4,Next40,11630535,0.346651573,1997,Q4,33551.081,0.000866629,12.27455643
1997:Q4,Bottom50,1184415,0.035301843,1997,Q4,33551.081,7.06E-05,1
1998:Q1,TopPt1,4093205,0.11640736,1998,Q1,35162.768,0.11640736,1635.349671
1998:Q1,RemainingTop1,5673369,0.161345916,1998,Q1,35162.768,0.017927324,251.8521448
1998:Q1,Next9,12101654,0.344161017,1998,Q1,35162.768,0.003824011,53.72165139
1998:Q1,Next40,12043063,0.342494738,1998,Q1,35162.768,0.000856237,12.02884971
1998:Q1,Bottom50,1251477,0.035590969,1998,Q1,35162.768,7.12E-05,1
1998:Q2,TopPt1,4174449,0.116556981,1998,Q2,35814.663,0.116556981,1664.899447
1998:Q2,RemainingTop1,5771323,0.161144138,1998,Q2,35814.663,0.017904904,255.7535796
1998:Q2,Next9,12354529,0.344957287,1998,Q2,35814.663,0.003832859,54.74853886
1998:Q2,Next40,12260698,0.342337383,1998,Q2,35814.663,0.000855843,12.22486448
1998:Q2,Bottom50,1253664,0.03500421,1998,Q2,35814.663,7.00E-05,1
1998:Q3,TopPt1,3977967,0.113038589,1998,Q3,35191.23,0.113038589,1552.791848
1998:Q3,RemainingTop1,5526097,0.157030516,1998,Q3,35191.23,0.017447835,239.6779385
1998:Q3,Next9,12148002,0.345199699,1998,Q3,35191.23,0.003835552,52.68832734
1998:Q3,Next40,12258256,0.348332695,1998,Q3,35191.23,0.000870832,11.96246725
1998:Q3,Bottom50,1280908,0.0363985,1998,Q3,35191.23,7.28E-05,1
1998:Q4,TopPt1,4255330,0.114342079,1998,Q4,37215.783,0.114342079,1672.420447
1998:Q4,RemainingTop1,6017396,0.161689356,1998,Q4,37215.783,0.017965484,262.7715284
1998:Q4,Next9,12923009,0.347245388,1998,Q4,37215.783,0.003858282,56.43302894
1998:Q4,Next40,12747841,0.342538568,1998,Q4,37215.783,0.000856346,12.52532115
1998:Q4,Bottom50,1272207,0.034184609,1998,Q4,37215.783,6.84E-05,1
1999:Q1,TopPt1,4182156,0.111463084,1999,Q1,37520.548,0.111463084,1623.978062
1999:Q1,RemainingTop1,6063593,0.161607261,1999,Q1,37520.548,0.017956362,261.6179047
1999:Q1,Next9,13037689,0.347481305,1999,Q1,37520.548,0.003860903,56.25200897
1999:Q1,Next40,12949483,0.345130434,1999,Q1,37520.548,0.000862826,12.57107357
1999:Q1,Bottom50,1287627,0.034317916,1999,Q1,37520.548,6.86E-05,1
1999:Q2,TopPt1,4291817,0.111300461,1999,Q2,38560.64,0.111300461,1682.590406
1999:Q2,RemainingTop1,6310848,0.163660354,1999,Q2,38560.64,0.018184484,274.9048635
1999:Q2,Next9,13449024,0.348775954,1999,Q2,38560.64,0.003875288,58.58487015
1999:Q2,Next40,13233591,0.343189091,1999,Q2,38560.64,0.000857973,12.97044658
1999:Q2,Bottom50,1275360,0.03307414,1999,Q2,38560.64,6.61E-05,1
1999:Q3,TopPt1,4198612,0.109141609,1999,Q3,38469.398,0.109141609,1652.182468
1999:Q3,RemainingTop1,6246238,0.162369008,1999,Q3,38469.398,0.018041001,273.104141
1999:Q3,Next9,13437825,0.349312069,1999,Q3,38469.398,0.003881245,58.75417576
1999:Q3,Next40,13316097,0.346147787,1999,Q3,38469.398,0.000865369,13.09993755
1999:Q3,Bottom50,1270626,0.033029526,1999,Q3,38469.398,6.61E-05,1
1999:Q4,TopPt1,4571916,0.11152351,1999,Q4,40995.087,0.11152351,1750.398939
1999:Q4,RemainingTop1,6871877,0.167626843,1999,Q4,40995.087,0.018625205,292.3288425
1999:Q4,Next9,14365237,0.350413624,1999,Q4,40995.087,0.003893485,61.1095499
1999:Q4,Next40,13880093,0.338579425,1999,Q4,40995.087,0.000846449,13.28529443
1999:Q4,Bottom50,1305964,0.031856598,1999,Q4,40995.087,6.37E-05,1
2000:Q1,TopPt1,4611251,0.109482361,2000,Q1,42118.666,0.109482361,1679.380975
2000:Q1,RemainingTop1,7120456,0.169057016,2000,Q1,42118.666,0.018784113,288.1348333
2000:Q1,Next9,14743027,0.350035469,2000,Q1,42118.666,0.003889283,59.65881436
2000:Q1,Next40,14271030,0.338829107,2000,Q1,42118.666,0.000847073,12.99348934
2000:Q1,Bottom50,1372902,0.032596047,2000,Q1,42118.666,6.52E-05,1
2000:Q2,TopPt1,4463145,0.10629751,2000,Q2,41987.296,0.10629751,1624.872668
2000:Q2,RemainingTop1,7004240,0.166818078,2000,Q2,41987.296,0.018535342,283.3327953
2000:Q2,Next9,14728491,0.350784461,2000,Q2,41987.296,0.003897605,59.57911959
2000:Q2,Next40,14418037,0.343390463,2000,Q2,41987.296,0.000858476,13.1227387
2000:Q2,Bottom50,1373383,0.032709489,2000,Q2,41987.296,6.54E-05,1
2000:Q3,TopPt1,4479175,0.105182451,2000,Q3,42584.813,0.105182451,1608.505029
2000:Q3,RemainingTop1,7096212,0.166637153,2000,Q3,42584.813,0.018515239,283.1447181
2000:Q3,Next9,14951614,0.351102023,2000,Q3,42584.813,0.003901134,59.65817441
2000:Q3,Next40,14665471,0.344382656,2000,Q3,42584.813,0.000860957,13.16619905
2000:Q3,Bottom50,1392341,0.032695717,2000,Q3,42584.813,6.54E-05,1
2000:Q4,TopPt1,4325868,0.102773772,2000,Q4,42091.167,0.102773772,1596.535788
2000:Q4,RemainingTop1,6870024,0.163217713,2000,Q4,42091.167,0.018135301,281.7222445
2000:Q4,Next9,14821745,0.352134333,2000,Q4,42091.167,0.003912604,60.7802137
2000:Q4,Next40,14718763,0.349687691,2000,Q4,42091.167,0.000874219,13.5805299
2000:Q4,Bottom50,1354767,0.032186492,2000,Q4,42091.167,6.44E-05,1
2001:Q1,TopPt1,4144099,0.098682144,2001,Q1,41994.416,0.098682144,1481.071049
2001:Q1,RemainingTop1,6752872,0.160804046,2001,Q1,41994.416,0.017867116,268.1586306
2001:Q1,Next9,14779740,0.351945363,2001,Q1,41994.416,0.003910504,58.69080355
2001:Q1,Next40,14918684,0.355253994,2001,Q1,41994.416,0.000888135,13.32957475
2001:Q1,Bottom50,1399021,0.033314453,2001,Q1,41994.416,6.66E-05,1
2001:Q2,TopPt1,4253766,0.098470453,2001,Q2,43198.4,0.098470453,1526.669739
2001:Q2,RemainingTop1,7004624,0.16215008,2001,Q2,43198.4,0.018016676,279.3275808
2001:Q2,Next9,15259647,0.353245653,2001,Q2,43198.4,0.003924952,60.85180703
2001:Q2,Next40,15287211,0.353883732,2001,Q2,43198.4,0.000884709,13.71638827
2001:Q2,Bottom50,1393152,0.032250083,2001,Q2,43198.4,6.45E-05,1
2001:Q3,TopPt1,4045976,0.09595795,2001,Q3,42164.052,0.09595795,1475.086351
2001:Q3,RemainingTop1,6687781,0.158613337,2001,Q3,42164.052,0.017623704,270.9153894
2001:Q3,Next9,14865965,0.352574392,2001,Q3,42164.052,0.003917493,60.22055293
2001:Q3,Next40,15192893,0.360328106,2001,Q3,42164.052,0.00090082,13.84760383
2001:Q3,Bottom50,1371437,0.032526215,2001,Q3,42164.052,6.51E-05,1
2001:Q4,TopPt1,4209741,0.0962304,2001,Q4,43746.477,0.0962304,1552.304447
2001:Q4,RemainingTop1,7072698,0.161674688,2001,Q4,43746.477,0.017963854,289.7771452
2001:Q4,Next9,15531175,0.355026875,2001,Q4,43746.477,0.003944743,63.63313622
2001:Q4,Next40,15576898,0.356072056,2001,Q4,43746.477,0.00089018,14.35960552
2001:Q4,Bottom50,1355965,0.030995982,2001,Q4,43746.477,6.20E-05,1
2002:Q1,TopPt1,4235848,0.095420224,2002,Q1,44391.512,0.095420224,1533.685075
2002:Q1,RemainingTop1,7188478,0.161933615,2002,Q1,44391.512,0.017992624,289.1946553
2002:Q1,Next9,15769738,0.355242191,2002,Q1,44391.512,0.003947135,63.44213539
2002:Q1,Next40,15816510,0.356295816,2002,Q1,44391.512,0.00089074,14.31681763
2002:Q1,Bottom50,1380938,0.031108154,2002,Q1,44391.512,6.22E-05,1
2002:Q2,TopPt1,4103893,0.093782173,2002,Q2,43759.841,0.093782173,1533.303518
2002:Q2,RemainingTop1,7030887,0.160669848,2002,Q2,43759.841,0.017852205,291.8768911
2002:Q2,Next9,15556581,0.355499029,2002,Q2,43759.841,0.003949989,64.58084875
2002:Q2,Next40,15730228,0.359467211,2002,Q2,43759.841,0.000898668,14.69288669
2002:Q2,Bottom50,1338252,0.030581738,2002,Q2,43759.841,6.12E-05,1
2002:Q3,TopPt1,3875612,0.090848191,2002,Q3,42660.31,0.090848191,1478.413987
2002:Q3,RemainingTop1,6721261,0.157553028,2002,Q3,42660.31,0.017505892,284.8813518
2002:Q3,Next9,15177955,0.355786327,2002,Q3,42660.31,0.003953181,64.33192132
2002:Q3,Next40,15574749,0.365087572,2002,Q3,42660.31,0.000912719,14.85309079
2002:Q3,Bottom50,1310733,0.030724882,2002,Q3,42660.31,6.14E-05,1
2002:Q4,TopPt1,3929466,0.090227676,2002,Q4,43550.562,0.090227676,1499.198793
2002:Q4,RemainingTop1,6939003,0.159332111,2002,Q4,43550.562,0.017703568,294.1577224
2002:Q4,Next9,15506554,0.356058643,2002,Q4,43550.562,0.003956207,65.73527359
2002:Q4,Next40,15865017,0.364289604,2002,Q4,43550.562,0.000910724,15.13234516
2002:Q4,Bottom50,1310522,0.030091965,2002,Q4,43550.562,6.02E-05,1
2003:Q1,TopPt1,3906997,0.089368736,2003,Q1,43717.716,0.089368736,1518.728931
2003:Q1,RemainingTop1,6932167,0.158566541,2003,Q1,43717.716,0.017618505,299.4082036
2003:Q1,Next9,15628493,0.357486494,2003,Q1,43717.716,0.003972072,67.50124477
2003:Q1,Next40,15963787,0.365156016,2003,Q1,43717.716,0.00091289,15.51361901
2003:Q1,Bottom50,1286272,0.029422214,2003,Q1,43717.716,5.88E-05,1
2003:Q2,TopPt1,4206273,0.092382024,2003,Q2,45531.293,0.092382024,1667.710603
2003:Q2,RemainingTop1,7377608,0.162033791,2003,Q2,45531.293,0.018003755,325.009683
2003:Q2,Next9,16316466,0.358357185,2003,Q2,45531.293,0.003981747,71.87979413
2003:Q2,Next40,16369854,0.359529741,2003,Q2,45531.293,0.000898824,16.2258721
2003:Q2,Bottom50,1261092,0.027697259,2003,Q2,45531.293,5.54E-05,1
2003:Q3,TopPt1,4300015,0.092710291,2003,Q3,46381.205,0.092710291,1690.779856
2003:Q3,RemainingTop1,7582783,0.163488271,2003,Q3,46381.205,0.018165363,331.2860988
2003:Q3,Next9,16629233,0.358533872,2003,Q3,46381.205,0.00398371,72.65187104
2003:Q3,Next40,16597567,0.357851138,2003,Q3,46381.205,0.000894628,16.31554305
2003:Q3,Bottom50,1271607,0.027416429,2003,Q3,46381.205,5.48E-05,1
2003:Q4,TopPt1,4585989,0.095047078,2003,Q4,48249.658,0.095047078,1787.823513
2003:Q4,RemainingTop1,8001771,0.165840989,2003,Q4,48249.658,0.018426777,346.6053363
2003:Q4,Next9,17336203,0.359302091,2003,Q4,48249.658,0.003992245,75.09363203
2003:Q4,Next40,17043133,0.353228058,2003,Q4,48249.658,0.00088307,16.61043774
2003:Q4,Bottom50,1282562,0.026581784,2003,Q4,48249.658,5.32E-05,1
2004:Q1,TopPt1,5066971,0.099958286,2004,Q1,50690.855,0.099958286,1887.170963
2004:Q1,RemainingTop1,8483221,0.167352099,2004,Q1,50690.855,0.018594678,351.059798
2004:Q1,Next9,18178606,0.358617072,2004,Q1,50690.855,0.003984634,75.22823879
2004:Q1,Next40,17619579,0.347588909,2004,Q1,50690.855,0.000868972,16.40583589
2004:Q1,Bottom50,1342478,0.026483633,2004,Q1,50690.855,5.30E-05,1
2004:Q2,TopPt1,5112969,0.099561336,2004,Q2,51354.966,0.099561336,1860.339775
2004:Q2,RemainingTop1,8577338,0.167020615,2004,Q2,51354.966,0.018557846,346.7601059
2004:Q2,Next9,18425938,0.358795642,2004,Q2,51354.966,0.003986618,74.49141227
2004:Q2,Next40,17864518,0.347863496,2004,Q2,51354.966,0.000869659,16.24988994
2004:Q2,Bottom50,1374203,0.026758912,2004,Q2,51354.966,5.35E-05,1
2004:Q3,TopPt1,5321337,0.101278362,2004,Q3,52541.697,0.101278362,1965.584685
2004:Q3,RemainingTop1,8807382,0.167626523,2004,Q3,52541.697,0.018625169,361.4725475
2004:Q3,Next9,18881288,0.359358168,2004,Q3,52541.697,0.003992869,77.49257694
